Candidate,Date,Headline,Snippet
trump,2016-11-11,Religious Right Believes Donald Trump Will Deliver on His Promises,"Evangelical leaders said they are confident Mr. Trump will appoint a conservative Supreme Court justice, defund Planned Parenthood and stop requiring insurers to cover birth control."
trump,2016-11-11,"In Democratic Stronghold of New York City, Trump Finds Support Among Orthodox Jews","The Orthodox Jewish community of Borough Park, Brooklyn, is where Mr. Trump drew most of his support in the city."
trump,2016-11-11,American Companies Tailor Responses to Trump Election,Some are facing a backlash after remarks that appeared to oppose or support his election.
trump,2016-11-12,Trump and Identity,"Voters discuss what comes next for white, black and brown Americans."
trump,2016-11-12,You Must Serve Trump,"For public servants who fear how Trump might govern, there is a moral responsibility to serve."
trump,2016-11-12,Obama Lobbies Against Obliteration by Trump,How can Barack Obama not understand the Obama revolution?
trump,2016-11-12,Can Trump Save Their Jobs? They’re Counting on It,Employees of a Carrier plant that is scheduled to move to Mexico in 2019 say they expect the president-elect to follow through on his vow to come to their aid.
trump,2016-11-12,Trump’s Hires Will Set Course of His Presidency,Rarely in American history has the exercise of choosing people had such a far-reaching impact on the nature and priorities of a new administration.
trump,2016-11-12,What Europe Needs to Hear from Trump,America’s strongest allies expect a clear commitment to the trans-Atlantic security partnership.
trump,2016-11-12,How Donald Trump Will Divide American and Israeli Jews,The truth is that Israel is going to love President Trump as much as American Jews will hate him.
trump,2016-11-12,The Trump Stock Rally: Calamity Averted With a Little Charm,Markets that had heavily favored Hillary Clinton were poised to dive on election night. Then President-elect Donald J. Trump sweetened his tone.
trump,2016-11-12,Lies in the Guise of News in the Trump Era,Misinformation spread by alt-right websites empowers nuts and undermines democracy.
trump,2016-11-12,International Readers on How a Trump Presidency Could Affect Them,We asked our readers outside the United States to tell us how the election might affect their family and country. We received more than 800 responses.
trump,2016-11-13,Dave Chappelle Hosts ‘S.N.L.’ and Addresses the Protests Against Trump,"Kate McKinnon, as Hillary Clinton, sang the Leonard Cohen song “Hallelujah,” including the lyric, “I told the truth, I didn’t come to fool you.”"
trump,2016-11-13,"Donald Trump Shouldn’t ‘Put His Children Out of Work,’ Giuliani Says",Rudolph W. Giuliani said it would be ‘unrealistic’ for Mr. Trump to remove his children from his business empire. Ethics experts said the remarks were misguided.
trump,2016-11-13,Donald Trump Picks Reince Priebus as Chief of Staff and Stephen Bannon as Strategist,"The appointments created rival centers of power and elevated the voice of Mr. Bannon, whose longtime website, Breitbart News, has traded in conspiracy theories and sometimes racist messages."
trump,2016-11-13,"Obama Heads Overseas, Where Topic of Trump Will Follow Him","On Monday, the president will begin a trip that will take him to Greece, Germany and Peru. At every stop, he is sure to be asked how he got the election so wrong."
trump,2016-11-13,"Donald Trump Appears to Soften Stance on Immigration, but Not on Abortion",The president-elect said his immigration priority was to deport up to three million undocumented immigrants rather than 11 million and that his border wall might be a fence in places.
trump,2016-11-13,European Leaders Gather to Grapple With Donald Trump’s Victory,European Union foreign ministers met on Sunday to discuss potential ramifications of Mr. Trump’s win. Many of his statements have left some European nations vulnerable.
trump,2016-11-13,"Red, Blue and Divided: Six Views of America","Reporters for The New York Times spoke with people across the country to understand the issues that split voters before the election, and today."
trump,2016-11-13,Historians Assess Obama’s Legacy Under Trump’s Shadow,Political scholars offering the “first historical assessment” of the Obama presidency gather to make revisions after the stunning election.
trump,2016-11-13,The Art Market’s Reaction to Trump? Sales This Week Offer First Test,"The sales of Impressionist, Modern and contemporary art that start Monday offer the first test of how the art market will react to a Trump presidency."
trump,2016-11-13,The Incendiary Appeal of Demagoguery in Our Time,"Before Trump’s election in America exposed the failures of democracy, they had been revealed in Modi’s India."
trump,2016-11-14,Trump Slump Coming?,Don’t count on an immediate disaster after the next president takes office.
trump,2016-11-14,Sermons on Trump,"In the days following the election, religious leaders spoke to their congregations and communities about the future with Donald J. Trump as president of the United States."
trump,2016-11-14,How Trump Is Good for China,The Chinese prefer a relationship with a United States that doesn’t impose its values on the world.
trump,2016-11-14,Where Will Trump Stand on Press Freedoms?,It’s one thing to wage a press war as a candidate. It would be another if Trump were to do it from the White House.
trump,2016-11-14,Donald Trump Is Now Hiring,"Mr. Trump, who has no experience in the workings of government, just named his chief of staff and chief strategist. He’s got 4,000 more jobs left to fill."
trump,2016-11-14,Trump’s Rural White America,Shifting demographics contribute to the sharp political divisions seen in this year’s election.
trump,2016-11-14,"Syrian Rebels Brace for a Trump Cutoff, and Look for a Silver Lining","President-elect Donald J. Trump has suggested that he will end support, which some groups hope will encourage Saudi Arabia and Turkey to provide more sophisticated weapons."
trump,2016-11-14,"Greece, Seeking Dose of Stability, Is Rattled by Trump’s Win","A failure to secure debt relief before 2017 could spell a new round of political and economic instability in the country, and Europe as a whole."
trump,2016-11-14,Heng on Trump’s Election and Its Implications for China,The unsettling reality for Beijing is that Donald Trump has a variety of ways to get back at China for trade practices that he views as unfair.
trump,2016-11-14,Trump’s Supreme Court List: Ivy League? Out. The Heartland? In.,The seemingly set-in-stone list has important clues about the president-elect’s judicial priorities. It also contains a few surprises.
trump,2016-11-15,Business or Politics? What Trump Means for Cuba,"Mr. Trump has threatened to roll back President Obama’s sweeping détente, but some analysts say the president-elect’s instincts as a real estate mogul and hotel developer would ultimately prevail."
trump,2016-11-15,"As Donald Trump Builds Team, the Right Scours His Blueprints","The right has been waiting a long time for its chance to upend Washington. Now, its faithful want to be sure the new president does not go soft."
trump,2016-11-15,Firings and Discord Put Trump Transition Team in a State of Disarray,The uncertain start to what is normally a rapid and meticulously planned transfer of power could have big implications for the Trump administration.
trump,2016-11-15,The Trump Effect on Tokyo,The U.S. president-elect’s lack of strategic coherence about East Asia is an opportunity for Japan to help shape America’s policies toward the region.
trump,2016-11-15,Mexico Awaits Trump’s Next Move,"Even without a wall, his border-bashing could backfire on the United States."
trump,2016-11-15,Trump’s Capitol Hill Problem,Don’t fear his legislation — it’s what he can do without Congress that’s terrifying.
trump,2016-11-15,"In China, Toilets Have Trump’s Name Without His Permission","Claims to the name by makers of computers, cosmetics and leather goods highlight the difficulties that big names face when dealing with Chinese trademark laws."
trump,2016-11-15,Ivanka Trump Blurs the Line Between Professional and Political,"Promoting a bracelet from her own brand that she wore during her father’s “60 Minutes” interview, the incoming first daughter raises some eyebrows."
trump,2016-11-15,"Trump Won the Election, but 3 Manhattan Buildings Will Lose His Name","Hundreds of tenants at the buildings on Riverside Boulevard, which contain 1,325 apartments, signed a petition to “Dump the TRUMP name” last month."
trump,2016-11-15,76 Experts Urge Donald Trump to Keep Iran Deal,"A report signed by scholars and former officials asked the president-elect to use the deal, which he has called a disaster, to further ease tensions with Iran."
trump,2016-11-16,Catholic Bishops Challenge Donald Trump on Immigration,"In their annual conference, Catholic bishops elected new leaders and said they are preparing to defend immigrants and refugees against a wave of anger."
trump,2016-11-16,Senate Democrats’ Surprising Strategy: Trying to Align With Trump,"Democrats will try to find common cause with Donald J. Trump on infrastructure spending, child tax credits and dismantling trade agreements."
trump,2016-11-16,"Trump Says Transition’s Going ‘Smoothly,’ Disputing Disarray Reports","The president-elect used Twitter to assure Americans that the handover of power was going well, despite accounts of infighting on his team."
trump,2016-11-16,"As Trump Embraces Term Limits, Allies in Congress Pull Away",The president-elect’s backing of term limits and tougher restrictions on allowing lawmakers to become lobbyists could set up a showdown with congressional Republicans.
trump,2016-11-16,Syrian President Calls Donald Trump a ‘Natural Ally’ in Fight Against Terrorism,Bashar al-Assad also predicted that “opposing forces” in the U.S. government and criticism from the news media could affect Mr. Trump’s actions.
trump,2016-11-16,"Ivanka Trump and Jared Kushner Will Not Seek Security Clearances, Sources Say","The president-elect’s daughter and son-in-law have no plans to apply for top-secret security clearances, according to two people close to the Trump transition."
trump,2016-11-16,Trump’s Transition in a ‘Long History’ of Rocky Presidential Handovers,"Even under typical circumstances, the changeover from one administration to another has been compared to a giant corporate merger involving a $4 trillion budget."
trump,2016-11-16,"With Trump’s Signature, Dozens of Obama’s Rules Could Fall",A little-used law may be used by the Trump administration to strike down regulations passed since this spring under President Obama.
trump,2016-11-16,Megyn Kelly’s Cautionary Tale of Crossing Donald Trump,"While discussing her new book, the Fox News anchor describes her initial run-in with Donald J. Trump as “prescient” and warns fellow journalists to remain vigilant while covering the Trump White House."
trump,2016-11-16,"Under Donald Trump, Harsh Critic of V.A. May Become Its Leader","Mr. Trump, whose team is being advised by advocates of privatized health care for veterans, is considering Representative Jeff Miller to lead the department."
trump,2016-11-17,Trump Team Sets Broader Limits on Lobbying by Former Staff,"The announcement, made in the first transition conference call with reporters, was an attempt to make good on Mr. Trump’s promise to “drain the swamp” in Washington."
trump,2016-11-17,Jeff Sessions Appears Headed to a Trump Cabinet Position,"The president-elect had high praise for the Alabama senator after meeting with him and others at Trump Tower, including Henry A. Kissinger."
trump,2016-11-17,"From Iran to Syria, Trump’s ‘America First’ Approach Faces Its First Tests","As he tries to build a national security team, the president-elect will confront a series of decisions sure to flesh out his approach to world crises."
trump,2016-11-17,"Specter of Race Shadows Jeff Sessions, Potential Trump Nominee for Cabinet","Accusations of racial comments doomed the 1986 court nomination of Mr. Sessions, an Alabama senator under consideration for attorney general or defense secretary."
trump,2016-11-17,"Donald Trump’s Son-in-Law, Jared Kushner, Tests Legal Path to White House Job",Such a move could violate federal anti-nepotism law and risk legal challenges and political backlash.
trump,2016-11-17,Trump Will Have Wide Latitude to Let Family Into Government’s Secret Circles,"After days of reports that Donald J. Trump had requested a top-secret security clearance for his son-in-law, people close to him said that was not the case, but the law would not stop him."
trump,2016-11-17,Yellen on Impact of Trump’s Election,"“We don’t know what’s going to happen,” Janet Yellen, the Federal Reserve chairwoman, told Congress. “There’s a great deal of uncertainty.”"
trump,2016-11-17,The Contradiction at the Heart of Donald Trump’s Economic Policy,"Policies that increase the value of the dollar would make it harder for U.S. manufacturers to compete overseas, one of many trade-offs that a president faces."
trump,2016-11-17,American Institute of Architects Apologizes for Statement of Support for Trump,The industry group backpedals after a backlash from architects and says it will hold events across the country to promote dialogue.
trump,2016-11-17,Trump-Size Idea for a New President: Build Something Inspiring,"The right public works projects can send a message of inclusion and pride. If Donald Trump is ready to take a cue from F.D.R., here are some places to start."
