Candidate,Date,Headline,Site
clinton,2016-10-20,"Hillary Clinton, Mocking and Taunting in Debate, Turns the Tormentor",New York Times
clinton,2016-10-20,The Nickname Hillary Clinton Has Been Waiting For,New York Times
clinton,2016-10-20,Clinton and Trump Do Battle in the Final Presidential Debate,New York Times
clinton,2016-10-20,"Trump, 5; Clinton, 1: Statements at Odds With the Constitution",New York Times
clinton,2016-10-20,Hillary Clinton Told People to Google ‘Donald Trump Iraq.’ They Did.,New York Times
clinton,2016-10-20,Workplace Politics (the Trump-Clinton Kind),New York Times
clinton,2016-10-20,In Clinton Hill: Their First Apartment Together,New York Times
clinton,2016-10-20,Donald Trump Won’t Say if He’ll Accept Result of Election,New York Times
clinton,2016-10-20,"Debate Takeaways: Donald Trump Had a Lot to Do, and He Didn’t Do It",New York Times
clinton,2016-10-21,Hillary Clinton Makes Pitch for Mandate and a Swing-State Sweep,New York Times
clinton,2016-10-21,"In Debate, Hillary Clinton’s Clarion Call for Women Thrills Many",New York Times
clinton,2016-10-21,Clinton Calls Trump Threat to Democracy,New York Times
clinton,2016-10-21,Trump and Clinton Both Accelerated Spending in September,New York Times
clinton,2016-10-21,Clinton Jabs Trump at Al Smith Dinner,New York Times
clinton,2016-10-21,Debate-Watching With Hillary Clinton’s BFFs,New York Times
clinton,2016-10-21,Men Need Help. Is Hillary Clinton the Answer?,New York Times
clinton,2016-10-21,"The Hawk on Russia Policy? Hillary Clinton, Not Donald Trump",New York Times
clinton,2016-10-21,Private Security Group Says Russia Was Behind John Podesta’s Email Hack,New York Times
clinton,2016-10-21,Why Hillary Wins,New York Times
clinton,2016-10-22,The Dangers of Hillary Clinton,New York Times
clinton,2016-10-22,A WikiLeaks Lesson for Mrs. Clinton,New York Times
clinton,2016-10-22,Trump and Clinton Turn Each Other’s Words to Their Advantage,New York Times
clinton,2016-10-22,"Philippines ‘Separation’ From U.S. Jilts Hillary Clinton, Too",New York Times
clinton,2016-10-22,The Clinton and Trump Foundations Are Vastly Different. Here’s How.,New York Times
clinton,2016-10-22,Why Hillary Clinton Needs to Be Two-Faced,New York Times
clinton,2016-10-22,Outside Money Favors Hillary Clinton at a 2-to-1 Rate Over Donald Trump,New York Times
clinton,2016-10-22,A Constellation of Influencers: Behind the Curtain at Teneo,New York Times
clinton,2016-10-22,The Witching Season,New York Times
clinton,2016-10-22,"If They Google You, Do You Win?",New York Times
clinton,2016-10-23,"True or False? Hillary Clinton, a Native Chicagoan, Is a Cubs Fan",New York Times
clinton,2016-10-23,Hillary Clinton Presses Her Advantage Over a Struggling Donald Trump,New York Times
clinton,2016-10-23,"With Tom Hanks Aboard, ‘S.N.L.’ Parodies Final Presidential Debate",New York Times
clinton,2016-10-23,Donald Trump Gets First Major Endorsement in Las Vegas,New York Times
clinton,2016-10-23,On the Trail: Week of Oct. 16,New York Times
clinton,2016-10-23,G.O.P. Hopefuls in New York Races Walk Tightrope on Donald Trump,New York Times
clinton,2016-10-23,"AT&T, Chicago Cubs and Mosul: Your Weekend Briefing",New York Times
clinton,2016-10-23,Regulatory Microscope Lies Ahead for AT&T and Time Warner,New York Times
clinton,2016-10-23,The Corporate Confidence of the AT&T-Time Warner Deal,New York Times
clinton,2016-10-23,"Obama Assists 150 State Candidates, Targeting G.O.P.’s Grip on Legislatures",New York Times
clinton,2016-10-24,Clinton’s Specter of Illegitimacy,New York Times
clinton,2016-10-24,Liberals Hope Elizabeth Warren Will Serve as Clinton’s Scrutinizer in Chief,New York Times
clinton,2016-10-24,Black Democrats to Hillary Clinton: Send Money to Take Congress,New York Times
clinton,2016-10-24,Could Hillary Clinton Win Texas? Some Democrats Say Maybe,New York Times
clinton,2016-10-24,Clinton Leads Trump as Marathon Nears the Final Sprint,New York Times
clinton,2016-10-24,"To Flip the House, How Big Would a Clinton Victory Margin Need to Be?",New York Times
clinton,2016-10-24,Elizabeth Warren: ‘Nasty Women Vote’,New York Times
clinton,2016-10-24,WikiLeaks’ Gift to American Democracy,New York Times
clinton,2016-10-24,"Some Health Plan Costs to Increase by an Average of 25 Percent, U.S. Says",New York Times
clinton,2016-10-24,"Election Chatter, With Two Weeks to Go",New York Times
clinton,2016-10-25,Clinton Leads by 7 Points in North Carolina Poll,New York Times
clinton,2016-10-25,‘We Need to Clean This Up’: Clinton Aide’s Newly Public Email Shows Concern,New York Times
clinton,2016-10-25,"Seizing on Rising Costs, Trump Says Health Law Is ‘Over’",New York Times
clinton,2016-10-25,Obama Urges Democrats to Turn Out in Force Against Donald Trump and G.O.P.,New York Times
clinton,2016-10-25,The Unhappy Warriors,New York Times
clinton,2016-10-25,"Voters Fear Their Ballot Won’t Count, Poll Shows",New York Times
clinton,2016-10-25,The Problem for Women Is Not Winning. It’s Deciding to Run.,New York Times
clinton,2016-10-25,Voter Attitudes Toward Hillary Clinton,New York Times
clinton,2016-10-25,Colin Powell Says He’ll Vote for Hillary Clinton,New York Times
clinton,2016-10-25,"Calais Jungle, Mosul, Clinton: Your Tuesday Briefing",New York Times
clinton,2016-10-26,Hillary Clinton’s Resounding Mandate,New York Times
clinton,2016-10-26,"It’s Someone’s Birthday? Yes It Is, Clinton Campaign Says",New York Times
clinton,2016-10-26,"Hillary Clinton Gains Some Ground Among Young Voters, Poll Finds",New York Times
clinton,2016-10-26,"Republicans in Congress Fear Losses, and Then the Hard Part",New York Times
clinton,2016-10-26,Newt Gingrich’s Strange Fascination With Sex,New York Times
clinton,2016-10-26,Donald Trump Allies Focus Anger on Another Target: G.O.P. Leaders,New York Times
clinton,2016-10-26,The Least Useful Place for a Republican Nominee to Go?,New York Times
clinton,2016-10-26,The Most Awkward Dinner Party of the Year,New York Times
clinton,2016-10-26,Protests and Storms Make North Carolina’s Election Year ‘a Bizarre Experience’,New York Times
clinton,2016-10-26,The Uninvited Guest: The 2016 Campaign Crashes the Dinner Party,New York Times
clinton,2016-10-27,"Donations to Foundation Vexed Hillary Clinton’s Aides, Emails Show",New York Times
clinton,2016-10-27,Clinton and Michelle Obama Campaign Together,New York Times
clinton,2016-10-27,Some Donald Trump Voters Warn of Revolution if Hillary Clinton Wins,New York Times
clinton,2016-10-27,"With a Politician’s Flair, Khizr Khan Tries to Push Clinton to Finish Line",New York Times
clinton,2016-10-27,Hillary Clinton Basks in First Lady’s Soaring Popularity on the Campaign Trail,New York Times
clinton,2016-10-27,Hillary Clinton Leads by 7 Points in Pennsylvania Poll,New York Times
clinton,2016-10-27,Michelle Obama to Join Hillary Clinton at North Carolina Rally,New York Times
clinton,2016-10-27,How Do You Explain Trump in Russia?,New York Times
clinton,2016-10-27,The Great Democratic Inversion,New York Times
clinton,2016-10-27,The Dark Days of Donald Trump,New York Times
clinton,2016-10-28,Chelsea Clinton’s Frustrations and Devotion Shown in Hacked Emails,New York Times
clinton,2016-10-28,The Road Trip That Changed Hillary Clinton’s Life,New York Times
clinton,2016-10-28,Emails in Anthony Weiner Inquiry Jolt Hillary Clinton’s Campaign,New York Times
clinton,2016-10-28,Letter to Congress From F.B.I. Director on Clinton Email Case,New York Times
clinton,2016-10-28,‘This Changes Everything’: Donald Trump Exults as Hillary Clinton’s Team Scrambles,New York Times
clinton,2016-10-28,"Donald Trump Campaign Seeks ‘Voter Suppression,’ Report Says, but It’s Legal",New York Times
clinton,2016-10-28,"Ads That Use Candidates’ Own Words, to Powerful Effect",New York Times
clinton,2016-10-28,Key Moments in the Downfall of Anthony Weiner,New York Times
clinton,2016-10-28,When Hillary Rodham Took to the Road,New York Times
clinton,2016-10-28,Money Flows Down Ballot as Donald Trump Is Abandoned by Big Donors (Even Himself),New York Times
clinton,2016-10-11,Emails Show How Clinton Aides Stage-Managed Her Keystone Shift,New York Times
clinton,2016-10-11,"Hillary Clinton’s Campaign Strained to Hone Her Message, Hacked Emails Show",New York Times
clinton,2016-10-11,"Al Gore, With Hillary Clinton, Reminds Florida: ‘Every. Single. Vote. Counts.’",New York Times
clinton,2016-10-11,"Obama, in North Carolina, Lashes Trump as He Urges Blacks to Back Clinton",New York Times
clinton,2016-10-11,"Hillary Clinton Aides Kept de Blasio at Arm’s Length, WikiLeaks Emails Show",New York Times
clinton,2016-10-11,Trump’s Threat to Jail Clinton Also Targets Democracy’s Institutions,New York Times
clinton,2016-10-11,"Threat to Jail Clinton Smacks of ‘Tin-Pot Dictators,’ Experts Say",New York Times
clinton,2016-10-11,What’s Really Behind Trump’s Obsession With Clinton’s ‘Stamina’?,New York Times
clinton,2016-10-11,Early Voting Could Point to Hillary Clinton Victory Well Before Nov. 8,New York Times
clinton,2016-10-11,"Glenn Beck Says Opposing Trump Is ‘Moral, Ethical’ Even if It Means Clinton Wins",New York Times
clinton,2016-10-12,Group’s Tactic on Hillary Clinton: Sue Her Again and Again,New York Times
clinton,2016-10-12,WikiLeaks Emails Show Mayor de Blasio Venting at and Appealing to Clinton Campaign,New York Times
clinton,2016-10-12,John Podesta Says Russian Spies Hacked His Emails to Sway Election,New York Times
clinton,2016-10-12,Split Over Donald Trump Threatens to Tilt Republican States,New York Times
clinton,2016-10-12,Obama Considers ‘Proportional’ Response to Russian Hacking in U.S. Election,New York Times
clinton,2016-10-12,Can the U.S. Win This Election?,New York Times
clinton,2016-10-12,Answering the Call of the Election Season,New York Times
clinton,2016-10-12,Russell Moore Can’t Support Either Candidate,New York Times
clinton,2016-10-12,"In City Built by Immigrants, Immigration Is the Defining Political Issue",New York Times
clinton,2016-10-12,Trump Has Democrats Dreaming,New York Times
clinton,2016-10-13,"Handling Cows by Day, Ever-Growing Clinton Rallies by Night",New York Times
clinton,2016-10-13,"As Donald Trump Stumbles, Hillary Clinton Watches Her Step",New York Times
clinton,2016-10-13,He Calls Hillary Clinton a ‘Demon.’ Who Is Alex Jones?,New York Times
clinton,2016-10-13,Review: The Anti-Clinton Brigade’s Four-Letter Word Obsession,New York Times
clinton,2016-10-13,Donald Trump Finds Improbable Ally in WikiLeaks,New York Times
clinton,2016-10-13,"Voice Shaking, Michelle Obama Calls Trump Comments on Women ‘Intolerable’",New York Times
clinton,2016-10-13,How Red States Turn Blue (and Vice Versa),New York Times
clinton,2016-10-13,"Donald Trump, Slipping in Polls, Warns of ‘Stolen Election’",New York Times
clinton,2016-10-13,The Perpetual Panic of American Parenthood,New York Times
clinton,2016-10-13,How to Fix the Tax Code and Close Donald Trump’s Loopholes,New York Times
clinton,2016-10-14,The Clinton Agenda,New York Times
clinton,2016-10-14,Trump Accuses Clinton of Guiding Global Elite Against U.S. Working Class,New York Times
clinton,2016-10-14,Anatomy of a Media Conspiracy,New York Times
clinton,2016-10-14,"Trump as Champion of Working Class? ‘Come On,’ Obama Says",New York Times
clinton,2016-10-14,"Donald Trump Assails His Accusers as Liars, and Unattractive",New York Times
clinton,2016-10-14,Is G.O.P. Dodging a Landslide? Trump’s Polling Hasn’t Collapsed (Yet),New York Times
clinton,2016-10-14,Gender Issues in Sharp Focus at The Times,New York Times
clinton,2016-10-14,"After Donald Trump, Will More Women Believe Their Own Stories?",New York Times
clinton,2016-10-14,"Race, and the G.O.P.’s Future",New York Times
clinton,2016-10-14,Revelations From the Final Weeks,New York Times
clinton,2016-10-15,If Hillary Clinton Groped Men,New York Times
clinton,2016-10-15,Issues in Hillary Clinton’s Past Leave Her Muted in Furor Over Donald Trump,New York Times
clinton,2016-10-15,"Urging Blacks to Vote for Clinton for Obama’s Sake, and Their Own",New York Times
clinton,2016-10-15,"‘We Should Take a Drug Test’ Before Debate, Donald Trump Says",New York Times
clinton,2016-10-15,The Other Campaign Madness: Mega-Donors,New York Times
clinton,2016-10-15,Where the Trump Name Is Emblazoned Now: The Front Yard,New York Times
clinton,2016-10-15,How Turned Off Are Voters? Check Out Tommy’s Diner,New York Times
clinton,2016-10-15,The Authentic Power of Michelle Obama,New York Times
clinton,2016-10-15,Donald Trump’s Barrage of Heated Rhetoric Has Little Precedent,New York Times
clinton,2016-10-15,In Defense of the Religious Right,New York Times
clinton,2016-10-16,Haiti and Africa Projects Shed Light on Clinton’s Public-Private Web,New York Times
clinton,2016-10-16,Hacked Transcripts Reveal a Genial Hillary Clinton at Goldman Sachs Events,New York Times
clinton,2016-10-16,"Hillary Clinton Builds $150 Million War Chest, Doubling Donald Trump",New York Times
clinton,2016-10-16,Email About Qatari Offer Shows Thorny Ethical Issues Clinton Foundation Faced,New York Times
clinton,2016-10-16,Ripples From the ‘How Low Can They Go’ Campaign,New York Times
clinton,2016-10-16,"Specter of Trump Loosens Tongues, if Not Purse Strings, in Silicon Valley",New York Times
clinton,2016-10-16,"Donald Trump and the G.O.P.: The Party of Lincoln, Reagan and, Perhaps, Extinction",New York Times
clinton,2016-10-16,Donald Trump Says He’s a ‘Big Fan’ of Hindus,New York Times
clinton,2016-10-16,North Carolina G.O.P. Building Is Firebombed,New York Times
clinton,2016-10-16,"Long Before Kaepernick, There Was Navratilova",New York Times
clinton,2016-10-17,"Showing Confidence, Hillary Clinton Pushes Into Republican Strongholds",New York Times
clinton,2016-10-17,"Hillary Clinton Liked Covert Action if It Stayed Covert, Transcript Shows",New York Times
clinton,2016-10-17,"Fewer Polls This Year, but They Point in Same Direction: A Clear Clinton Lead",New York Times
clinton,2016-10-17,"For Clinton and Trump, There’s Little Debating a Climate Change Divide",New York Times
clinton,2016-10-17,What Are the New Battleground States?,New York Times
clinton,2016-10-17,"Daily Report: Reluctantly, Tech Notices the Election",New York Times
clinton,2016-10-17,Criticism of the News Media Takes On a More Sinister Tone,New York Times
clinton,2016-10-17,Our Feuding Founding Fathers,New York Times
clinton,2016-10-17,"In Donald Trump, Conspiracy Fans Find a Campaign to Believe In",New York Times
clinton,2016-10-17,Sympathetic Canadians Have a Message for Americans: You Guys Are Great,New York Times
clinton,2016-10-18,"Agencies Clashed on Classification of Clinton Email, Inquiry Shows",New York Times
clinton,2016-10-18,No. 39 on Hillary Clinton’s Running Mate List: Bernie Sanders,New York Times
clinton,2016-10-18,"Clinton Challenges Trump for a Traditional Republican Bloc, White Catholics",New York Times
clinton,2016-10-18,Could a President Clinton Be Tough on Wall St.? Her Staff’s Emails Hint Yes,New York Times
clinton,2016-10-18,Hillary Clinton and Donald Trump Answer Your Questions,New York Times
clinton,2016-10-18,"In Hindsight, Backers of Bernie Sanders Lament What Might Have Been",New York Times
clinton,2016-10-18,Donald Trump Says He Might Meet With Putin Before Inauguration,New York Times
clinton,2016-10-18,"Just Because It’s Hacked, Doesn’t Mean It’s Important",New York Times
clinton,2016-10-18,"Ecuador Cuts Internet of Julian Assange, WikiLeaks’ Founder",New York Times
clinton,2016-10-18,"What This 2012 Map Tells Us About America, and the Election",New York Times
clinton,2016-10-29,"Comey, Clinton and This Steaming Mess",New York Times
clinton,2016-10-29,How Hillary Clinton Met Satan,New York Times
clinton,2016-10-29,Clinton Addresses New Email Inquiry,New York Times
clinton,2016-10-29,"A Scandal Too Far? Huma Abedin, Hillary Clinton, and a Test of Loyalty",New York Times
clinton,2016-10-29,Trump on New Clinton Email Inquiry,New York Times
clinton,2016-10-29,"Hillary Clinton Assails James Comey, Calling Email Decision ‘Deeply Troubling’",New York Times
clinton,2016-10-29,WikiLeaks Lays Bare a Clinton Insider’s Emphatic Cheers and Jeers,New York Times
clinton,2016-10-29,"Clintons Did Not Obtain Permits to Renovate Their New Chappaqua Home, Records Show",New York Times
clinton,2016-10-29,"Singing Hillary Clinton’s Praises, in Morgan Freeman’s Voice",New York Times
clinton,2016-10-29,Justice Dept. Strongly Discouraged Comey on Move in Clinton Email Case,New York Times
clinton,2016-10-30,Hillary Clinton Tries to Move Past Email Issue; Donald Trump Revels in It,New York Times
clinton,2016-10-30,Justice Department Obtains Warrant to Review Clinton Aide’s Emails,New York Times
clinton,2016-10-30,"On Clinton Emails, Did the F.B.I. Director Abuse His Power?",New York Times
clinton,2016-10-30,Latest Upshot Poll Shows Trump With a Lead in Florida,New York Times
clinton,2016-10-30,10 Questions (and Answers) About New Email Trove,New York Times
clinton,2016-10-30,Early Turnout Tilts Toward Democrats in Swing States,New York Times
clinton,2016-10-30,"For Democrats, Anthony Weiner Makes an Unwelcome Return",New York Times
clinton,2016-10-30,Witchcraft on the Campaign Trail,New York Times
clinton,2016-10-30,"Clinton, Mosul, Pirate Party: Your Monday Briefing",New York Times
clinton,2016-10-30,Quotation of the Day,New York Times
clinton,2016-10-31,Why Clinton’s Emails Matter,New York Times
clinton,2016-10-31,What Do Clinton and Merkel Have in Common?,New York Times
clinton,2016-10-31,Clinton: ‘There Is No Case Here’,New York Times
clinton,2016-10-31,F.B.I. Begins Review of Clinton Aide’s Emails,New York Times
clinton,2016-10-31,Hillary Clinton’s Bad Promise on Debt,New York Times
clinton,2016-10-31,"Promoting Clinton, Obama Is a Snapchat Rarity: He Hopes His Message Lasts",New York Times
clinton,2016-10-31,"CNN Parts Ways With Donna Brazile, a Hillary Clinton Supporter",New York Times
clinton,2016-10-31,‘Super PAC’ Bolsters Ads to Aid Clinton in 3 Battleground States,New York Times
clinton,2016-10-31,Clinton Has Few Ways to Fight Misconduct During Investigation,New York Times
clinton,2016-10-31,"Get Ready for Another Swing in the Polls, but Not Necessarily a Shift in the Race",New York Times
clinton,2016-11-01,Confidence Even as Hillary Clinton’s Momentum Slows,New York Times
clinton,2016-11-01,Clinton Redirects Aim at Trump,New York Times
clinton,2016-11-01,Clinton-Connected Consulting Firm Sues Republican Strategist Ed Rollins,New York Times
clinton,2016-11-01,A Survivor With a Steely Resolve That Can Inspire and Inflame,New York Times
clinton,2016-11-01,"Hillary Clinton, Moving Past F.B.I. Review, Turns Focus to Attacks on Donald Trump",New York Times
clinton,2016-11-01,Presidential Election: Ryan Voted for Trump; Jay Z to Join Clinton,New York Times
clinton,2016-11-01,"For the Clintons, Two Investigations, One Protective Reflex",New York Times
clinton,2016-11-01,"James Comey Role Recalls Hoover’s F.B.I., Fairly or Not",New York Times
clinton,2016-11-01,The PG-13 Reporters Covering an R-Rated Election,New York Times
clinton,2016-11-01,James Comey’s Big Mistake,New York Times
clinton,2016-11-02,"Black Turnout Soft in Early Voting, Boding Ill for Hillary Clinton",New York Times
clinton,2016-11-02,The Campaign Tour: Pop Musicians Get on the Bus (Mostly Clinton’s),New York Times
clinton,2016-11-02,"William Weld, Libertarian, Sticks Up for Hillary Clinton, a Rival",New York Times
clinton,2016-11-02,Early Vote in North Carolina Seems Consistent With a Clinton Lead,New York Times
clinton,2016-11-02,Obama’s 3-Day Swing Will Try to Push Blacks and Millennials Hillary Clinton’s Way,New York Times
clinton,2016-11-02,"Obama Faults F.B.I. on Emails, Citing ‘Incomplete Information’",New York Times
clinton,2016-11-02,"Trump, Waking a ‘Sleeping Giant,’ Helps Clinton Build an Unlikely Firewall",New York Times
clinton,2016-11-02,These Are the Bad (and Worse) Options James Comey Faced,New York Times
clinton,2016-11-02,Video Feature: First Gentlemen Around the World,New York Times
clinton,2016-11-02,F.B.I.’s Email Disclosure Broke a Pattern Followed Even This Summer,New York Times
clinton,2016-11-03,Hillary Clinton’s Juggling Act,New York Times
clinton,2016-11-03,Family Disputes and a Nasty Can of Beans: Hillary Clinton as Litigator,New York Times
clinton,2016-11-03,Voters Express Disgust Over U.S. Politics in New Times/CBS Poll,New York Times
clinton,2016-11-03,"Green-Wood Cemetery, Where Presidential Aspirants Enjoy an Afterlife",New York Times
clinton,2016-11-03,Donald Trump Can’t Count on Those ‘Missing White Voters’,New York Times
clinton,2016-11-03,Don’t Bother With National Polls,New York Times
clinton,2016-11-03,Presidential Election: Melania Trump and Bernie Sanders to the Rescue,New York Times
clinton,2016-11-03,"Win or Lose, Trump Fans Vow to Fight On",New York Times
clinton,2016-11-03,That Supreme Court Stonewall May Not Crumble Anytime Soon,New York Times
clinton,2016-11-03,"Your Questions About the U.S. Election, Answered",New York Times
clinton,2016-11-04,Chappatte on Hillary Clinton’s Emails,New York Times
clinton,2016-11-04,Hillary Clinton’s Moments and Missteps: A Look Back,New York Times
clinton,2016-11-04,A Militia Gets Battle Ready for a ‘Gun-Grabbing’ Clinton Presidency,New York Times
clinton,2016-11-04,"Polling Still Shows Hillary Clinton With a Lead, but Not a Safe One",New York Times
clinton,2016-11-04,Big Names Campaigning for Hillary Clinton Underscore Donald Trump’s Isolation,New York Times
clinton,2016-11-04,Presidential Election: Beyoncé and Jay Z Join Hillary Clinton,New York Times
clinton,2016-11-04,Clinton Forwarded Daughter Email Chain Most Likely About Climate Talks,New York Times
clinton,2016-11-04,Clinton and Trump Revealed: Our Best Investigative Reporting on the 2016 Campaign,New York Times
clinton,2016-11-04,"Their Lives, Up Close: What We’ve Learned About Donald Trump and Hillary Clinton",New York Times
clinton,2016-11-04,"Hillary Clinton Sees Ugliness, and Joy, in Race’s Closing Days",New York Times
clinton,2016-11-05,Hillary Clinton and the Return of the (Unbaked) Cookies,New York Times
clinton,2016-11-05,Clinton Speaks After Homestretch Concert,New York Times
clinton,2016-11-05,"A Hip-Hop Political Rally, Starring Beyoncé, Jay Z (and Hillary Clinton)",New York Times
clinton,2016-11-05,‘I’m With Her’: The Strengths of Hillary Clinton,New York Times
clinton,2016-11-05,"In 1 Unscripted Moment, Hillary Clinton Finds Joy in the Rain",New York Times
clinton,2016-11-05,"Presidential Election: A Closing Act, With Clinton, Trump and a Tiny ‘Future Construction Worker’",New York Times
clinton,2016-11-05,Clinton Has Solid Lead in Electoral College; Trump’s Winning Map Is Unclear,New York Times
clinton,2016-11-05,Beyoncé’s True Political Statement This Week? It Wasn’t at a Clinton Rally,New York Times
clinton,2016-11-05,Hillary Clinton Appears to Gain Late Momentum on Surge of Latino Voters,New York Times
clinton,2016-11-05,Iran’s Latest Propaganda Tool: The Clinton-Trump Debates on Live TV,New York Times
clinton,2016-11-06,"If Hillary Clinton Moves to Oval Office, Aides’ Baggage May Be Heavy",New York Times
clinton,2016-11-06,"Emails Warrant No New Action Against Hillary Clinton, F.B.I. Director Says",New York Times
clinton,2016-11-06,Presidential Election: No New Conclusion in Clinton Email Case,New York Times
clinton,2016-11-06,"Bill Clinton Evokes Past, but From the Periphery of His Wife’s Campaign",New York Times
clinton,2016-11-06,"For ‘S.N.L.,’ Clinton-Trump Has Been a Blessing and a Curse",New York Times
clinton,2016-11-06,The Biggest Turning Points in a Polarizing Campaign,New York Times
clinton,2016-11-06,Voting With My Head and Heart,New York Times
clinton,2016-11-06,"Why the Election Is Close, and What Trump and Obama Have in Common",New York Times
clinton,2016-11-06,How a Shop Owner in the Hamptons Knows Who Will Be President,New York Times
clinton,2016-11-06,Letter From F.B.I. Related to Clinton Email Case,New York Times
clinton,2016-11-07,"On Election Day, the Hillary Clinton White Suit Effect",New York Times
clinton,2016-11-07,"‘Fired Up’ Obama Makes Final Push for Clinton, and His Legacy",New York Times
clinton,2016-11-07,Khizr Khan Revs Up Rally Before Introducing Hillary Clinton in New Hampshire,New York Times
clinton,2016-11-07,Trump and Clinton Tied in Final Upshot Poll of North Carolina,New York Times
clinton,2016-11-07,Hillary Clinton and Donald Trump Scramble to Make Their Final Pleas,New York Times
clinton,2016-11-07,Optimism From Hillary Clinton and Darkness From Donald Trump at Campaign’s End,New York Times
clinton,2016-11-07,Presidential Election: The Day Before the Storm,New York Times
clinton,2016-11-07,"In Boomers’ Sunset, Election Reawakens an Old Divide",New York Times
clinton,2016-11-07,Are There Really Hidden Trump Voters?,New York Times
clinton,2016-11-07,"This Time, There Really Is a Hispanic Voter Surge",New York Times
clinton,2016-11-08,Clinton Campaigns in Philadelphia,New York Times
clinton,2016-11-08,Hillary Clinton Votes,New York Times
clinton,2016-11-08,President Obama Campaigns for Clinton,New York Times
clinton,2016-11-08,Bruce Springsteen Campaigns for Clinton,New York Times
clinton,2016-11-08,Michelle Obama’s Challenge for Hillary Clinton,New York Times
clinton,2016-11-08,Hillary Clinton Votes in Chappaqua: ‘It’s a Humbling Feeling’,New York Times
clinton,2016-11-08,Hillary Clinton Feels the Love on Her Campaign’s Last Day,New York Times
clinton,2016-11-08,"Pantsuit Nation, a ‘Secret’ Facebook Hub, Celebrates Clinton",New York Times
clinton,2016-11-08,Presidential Election Live: Donald Trump’s Victory,New York Times
clinton,2016-11-08,What Time Will the Presidency Be Decided?,New York Times
clinton,2016-11-09,"Hillary Clinton’s Expectations, and Her Ultimate Campaign Missteps",New York Times
clinton,2016-11-09,Hillary Clinton Concession Speech Highlights,New York Times
clinton,2016-11-09,Hillary Clinton’s Full Concession Speech,New York Times
clinton,2016-11-09,Clinton Campaign Chairman Speaks at Javits Center,New York Times
clinton,2016-11-09,"At the End, Divide Between Clinton and Trump Is Only a Mile",New York Times
clinton,2016-11-09,Highlights of Hillary Clinton’s Concession Speech and President Obama’s Remarks,New York Times
clinton,2016-11-09,Crowd Awaiting Clinton Is Stunned by Her Loss and Fearful of the Future,New York Times
clinton,2016-11-09,Echoes of 1944: Trump and Clinton in New York to Await Results,New York Times
clinton,2016-11-09,A Deadlocked Race and a Long Night Ahead,New York Times
clinton,2016-11-09,"Cheering for the First Female President, Until They Weren’t",New York Times
clinton,2016-11-10,"Clinton Hill, a Welcome Stroll",New York Times
clinton,2016-11-10,"Hillary Clinton, a Woman Dogged by Men’s Misdeeds",New York Times
clinton,2016-11-10,"Their Leadership Lean, Democrats Turn an Eye to Rebuilding",New York Times
clinton,2016-11-10,The Democratic Coalition’s Epic Fail,New York Times
clinton,2016-11-10,Being American in the Trump Years,New York Times
clinton,2016-11-10,White Women Helped Elect Donald Trump,New York Times
clinton,2016-11-10,A Guide to Exploring Four Dynamic New York Neighborhoods,New York Times
clinton,2016-11-10,42 States Shifted to the Right in 2016,New York Times
clinton,2016-11-10,How Data Failed Us in Calling an Election,New York Times
clinton,2016-11-10,The Electoral College Is Hated by Many. So Why Does It Endure?,New York Times
clinton,2016-11-28,Trump Officially Wins Michigan Amid Calls for a Recount,New York Times
clinton,2016-11-28,Fake News and the Internet Shell Game,New York Times
clinton,2016-11-28,When Having Insurance Still Leaves You Dangerously Uncovered,New York Times
clinton,2016-11-28,Delta Air Lines Bans Disruptive Donald Trump Supporter for Life,New York Times
clinton,2016-11-28,Donald Trump’s Response to Plans for a Recount,New York Times
clinton,2016-11-28,California Official Says Trump’s Claim of Voter Fraud Is ‘Absurd’,New York Times
clinton,2016-11-28,Trump Meets Petraeus as Secretary of State Sweepstakes Heat Up,New York Times
clinton,2016-11-28,"Election Recount, Fidel Castro: Your Monday Evening Briefing",New York Times
clinton,2016-11-28,Divisions in My Dorm Room,New York Times
clinton,2016-11-28,"Trump’s Promises Will Be Hard to Keep, but Coal Country Has Faith",New York Times
clinton,2016-11-29,"Vote Recount Push Advances, but Reversing Trump’s Win Is Unlikely",New York Times
clinton,2016-11-29,Trump’s Claim of Millions of Illegal Votes? There’s Simply No Evidence,New York Times
clinton,2016-11-29,"Pushing for Change, Bronx Principal Is Undone by Investigation",New York Times
clinton,2016-11-29,Donald Trump’s Lies About the Popular Vote,New York Times
clinton,2016-11-29,The Case for Mitt Romney,New York Times
clinton,2016-11-29,"David Petraeus, Secretary of State Candidate, Meets With Trump",New York Times
clinton,2016-11-29,What We’re Reading,New York Times
clinton,2016-11-29,Trump vs. the Constitution,New York Times
clinton,2016-11-29,Trump Calls for Revoking Flag Burners’ Citizenship. Court Rulings Forbid It.,New York Times
clinton,2016-11-29,The Evangelicalism of Old White Men Is Dead,New York Times
clinton,2016-11-30,Why Donald Trump Shouldn’t Fill the Cabinet With Generals,New York Times
clinton,2016-11-30,Can the Democrats Move Right?,New York Times
clinton,2016-11-30,Steven Mnuchin Is More Pragmatist Than Ideologue,New York Times
clinton,2016-11-30,Trump to Announce Carrier Plant Will Keep Jobs in U.S.,New York Times
clinton,2016-11-30,"Mr. Trump, Meet the Constitution",New York Times
clinton,2016-11-30,Sarah Palin for Veterans Affairs? A Wrestling Impresario for Small Business?,New York Times
